         136450955 function calls (133398617 primitive calls) in 99.381 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   383924    0.259    0.000    0.321    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\random.py:520(uniform)
    17638    0.066    0.000    0.321    0.000 I:\csus\necs\NHSE BI\DCBI\Team Member Individual Folders\Madan\DES - Madan\DES - Madan\src\simulation.py:167(process_cot_request)
   208950    0.191    0.000    0.320    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\internals\managers.py:2175(_grouping_func)
   250346    0.249    0.000    0.319    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\dtypes\base.py:494(find)
    89598    0.080    0.000    0.318    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\dtypes\missing.py:553(_array_equivalent_object)
   560492    0.312    0.000    0.312    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\flags.py:49(__init__)
    19346    0.045    0.000    0.310    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\simpy\resources\resource.py:122(__init__)
    27269    0.029    0.000    0.309    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\simpy\resources\resource.py:104(__init__)
    89600    0.084    0.000    0.305    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\numpy\core\_dtype.py:330(_name_includes_bit_suffix)
    29849    0.098    0.000    0.286    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\base.py:7183(get_unanimous_names)
    29850    0.181    0.000    0.283    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\numpy\core\shape_base.py:219(vstack)
    60399    0.039    0.000    0.283    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\internals\managers.py:167(blknos)
   250996    0.255    0.000    0.282    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\warnings.py:487(__exit__)
   579096    0.195    0.000    0.281    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\dtypes\common.py:1322(is_1d_only_ea_dtype)
    27269    0.069    0.000    0.280    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\simpy\resources\base.py:98(__init__)
   698896    0.266    0.000    0.266    0.000 {built-in method _abc._abc_instancecheck}
   399595    0.205    0.000    0.264    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\dtypes\common.py:152(<lambda>)
    19346    0.056    0.000    0.262    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\simpy\resources\base.py:47(__init__)
   120150    0.086    0.000    0.257    0.000 {built-in method builtins.sum}
   289161    0.250    0.000    0.250    0.000 {method 'remove' of 'list' objects}
    29900    0.064    0.000    0.248    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\reshape\concat.py:480(<listcomp>)
   155023    0.211    0.000    0.248    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\internals\managers.py:1819(<listcomp>)
    60550    0.143    0.000    0.247    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\base.py:640(_simple_new)
   539996    0.247    0.000    0.247    0.000 {built-in method numpy.asarray}
       50    0.001    0.000    0.247    0.005 I:\csus\necs\NHSE BI\DCBI\Team Member Individual Folders\Madan\DES - Madan\DES - Madan\src\simulation.py:93(__init__)
   365322    0.205    0.000    0.246    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\construction.py:683(_sanitize_str_dtypes)
   578792    0.176    0.000    0.243    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\dtypes\common.py:144(<lambda>)
  1187807    0.240    0.000    0.240    0.000 {built-in method builtins.hash}
    59698    0.229    0.000    0.238    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\dtypes\cast.py:1388(np_find_common_type)
   178944    0.058    0.000    0.223    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\dtypes\concat.py:76(<genexpr>)
    59750    0.097    0.000    0.222    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\numpy\core\numerictypes.py:357(issubdtype)
  1141839    0.217    0.000    0.217    0.000 {built-in method builtins.hasattr}
   125223    0.082    0.000    0.215    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\internals\base.py:46(__len__)
    89598    0.212    0.000    0.212    0.000 {pandas._libs.lib.array_equivalent_object}
  1472974    0.203    0.000    0.203    0.000 {method 'append' of 'list' objects}
    59700    0.199    0.000    0.199    0.000 {pandas._libs.algos.take_2d_axis1_int64_int64}
   125173    0.107    0.000    0.197    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\nanops.py:353(_na_ok_dtype)
    40979    0.062    0.000    0.191    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\simpy\resources\base.py:254(_trigger_get)
    29850    0.044    0.000    0.189    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\numpy\core\fromnumeric.py:1025(argsort)
    29900    0.019    0.000    0.183    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\base.py:769(_rename)
   405369    0.175    0.000    0.175    0.000 {method 'split' of 'str' objects}
   250996    0.175    0.000    0.175    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\warnings.py:440(__init__)
      600    0.003    0.000    0.173    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\frame.py:3921(__setitem__)
    46615    0.068    0.000    0.171    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\simpy\resources\base.py:216(_trigger_put)
    91450    0.168    0.000    0.168    0.000 {built-in method numpy.array}
    29849    0.040    0.000    0.165    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\api.py:246(_find_common_index_dtype)
    59800    0.058    0.000    0.165    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\frame.py:910(shape)
    29901    0.048    0.000    0.163    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\base.py:760(_view)
   405369    0.163    0.000    0.163    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\_config\config.py:578(_select_options)
      600    0.001    0.000    0.159    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\frame.py:4133(_set_item)
   335234    0.157    0.000    0.157    0.000 {built-in method _heapq.heappop}
   250346    0.152    0.000    0.152    0.000 {built-in method numpy.seterrobj}
     8714    0.027    0.000    0.149    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\simpy\resources\resource.py:84(__exit__)
   149344    0.110    0.000    0.149    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\internals\blocks.py:169(_can_hold_na)
   370596    0.148    0.000    0.148    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\base.py:809(_reset_identity)
    89499    0.096    0.000    0.148    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\dtypes\cast.py:1429(find_common_type)
   578792    0.147    0.000    0.147    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\dtypes\common.py:142(classes)
    29850    0.041    0.000    0.145    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\numpy\core\fromnumeric.py:53(_wrapfunc)
   238792    0.113    0.000    0.141    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\internals\concat.py:757(_next_or_none)
   178800    0.078    0.000    0.138    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\internals\concat.py:598(<genexpr>)
      600    0.003    0.000    0.137    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\frame.py:4108(_set_item_mgr)
    59648    0.065    0.000    0.136    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\dtypes\concat.py:66(<listcomp>)
   239400    0.102    0.000    0.136    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\construction.py:636(_sanitize_non_ordered)
    89550    0.109    0.000    0.133    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\numpy\core\_asarray.py:108(<setcomp>)
   270990    0.100    0.000    0.130    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\base.py:875(__len__)
      600    0.005    0.000    0.128    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\internals\managers.py:1387(insert)
   274323    0.091    0.000    0.124    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\dtypes\common.py:1240(<lambda>)
   335734    0.123    0.000    0.123    0.000 {built-in method _heapq.heappush}
    89648    0.083    0.000    0.123    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\dtypes\common.py:1335(is_extension_array_dtype)
    29900    0.084    0.000    0.121    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\api.py:98(_get_distinct_objs)
   119500    0.088    0.000    0.120    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\numpy\core\numerictypes.py:283(issubclass_)
   370596    0.118    0.000    0.118    0.000 {built-in method __new__ of type object at 0x00007FF888EEA4B0}
   155023    0.096    0.000    0.117    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\internals\construction.py:197(mgr_to_mgr)
  1029196    0.116    0.000    0.116    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\typing.py:2246(cast)
    29849    0.053    0.000    0.114    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\base.py:7196(<listcomp>)
    38924    0.051    0.000    0.110    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\simpy\events.py:229(__init__)
   250346    0.079    0.000    0.109    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\dtypes\common.py:705(<lambda>)
    27269    0.036    0.000    0.107    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\simpy\resources\resource.py:218(_do_get)
   119498    0.087    0.000    0.107    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\base.py:1668(_get_names)
   250396    0.107    0.000    0.107    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\internals\managers.py:1847(__init__)
    59600    0.056    0.000    0.106    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\internals\concat.py:706(_is_uniform_reindex)
   586794    0.100    0.000    0.105    0.000 {built-in method builtins.next}
    47113    0.042    0.000    0.102    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\simpy\events.py:170(succeed)
   155023    0.085    0.000    0.101    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\internals\construction.py:476(<listcomp>)
   401042    0.100    0.000    0.100    0.000 {pandas._libs.lib.is_scalar}
   399595    0.098    0.000    0.098    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\dtypes\common.py:147(classes_and_not_datetimelike)
   752988    0.098    0.000    0.098    0.000 {built-in method _warnings._filters_mutated}
    29900    0.035    0.000    0.097    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\api.py:94(<listcomp>)
   268841    0.096    0.000    0.096    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\internals\concat.py:683(<genexpr>)
   155123    0.096    0.000    0.096    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\flags.py:85(allows_duplicate_labels)
   119296    0.073    0.000    0.095    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\dtypes\concat.py:73(<genexpr>)
    29850    0.095    0.000    0.095    0.000 {method 'argsort' of 'numpy.ndarray' objects}
  650/600    0.006    0.000    0.095    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\base.py:6614(insert)
    59700    0.067    0.000    0.093    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\internals\blocks.py:2465(extend_blocks)
   119600    0.060    0.000    0.093    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\internals\managers.py:1006(<genexpr>)
    29850    0.069    0.000    0.091    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\numpy\core\shape_base.py:81(atleast_2d)
    29849    0.059    0.000    0.086    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\api.py:311(_sanitize_and_check)
    89598    0.067    0.000    0.085    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\base.py:778(is_)
   567741    0.084    0.000    0.084    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\internals\blocks.py:205(mgr_locs)
   274622    0.084    0.000    0.084    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\generic.py:509(_get_axis_number)
   185723    0.084    0.000    0.084    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\_config\__init__.py:33(using_copy_on_write)
   250396    0.084    0.000    0.084    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\internals\managers.py:1944(_block)
    27062    0.042    0.000    0.083    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\simpy\resources\resource.py:212(_do_put)
   125223    0.062    0.000    0.081    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\util\_validators.py:224(validate_bool_kwarg)
    29900    0.065    0.000    0.081    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\internals\concat.py:293(_maybe_reindex_columns_na_proxy)
    29850    0.059    0.000    0.078    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\internals\construction.py:470(<listcomp>)
   500692    0.078    0.000    0.078    0.000 {built-in method numpy.geterrobj}
    89500    0.028    0.000    0.078    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\reshape\concat.py:685(<genexpr>)
    29900    0.044    0.000    0.076    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\reshape\concat.py:682(<listcomp>)
    23924    0.032    0.000    0.076    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\random.py:613(expovariate)
    29849    0.059    0.000    0.075    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\api.py:258(<listcomp>)
   209144    0.075    0.000    0.075    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\internals\blocks.py:479(dtype)
    59700    0.060    0.000    0.073    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\internals\concat.py:618(_dtype_to_na_value)
    19346    0.034    0.000    0.072    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\simpy\resources\resource.py:154(append)
   178944    0.057    0.000    0.072    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\dtypes\concat.py:80(<genexpr>)
   119296    0.071    0.000    0.071    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\dtypes\concat.py:55(is_nonempty)
   268841    0.070    0.000    0.070    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\internals\concat.py:699(<genexpr>)
   179000    0.068    0.000    0.068    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\internals\concat.py:578(<genexpr>)
    89649    0.049    0.000    0.068    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\generic.py:5968(<genexpr>)
   251596    0.067    0.000    0.067    0.000 {method 'insert' of 'list' objects}
   407848    0.067    0.000    0.067    0.000 {method 'random' of '_random.Random' objects}
    29900    0.052    0.000    0.065    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\frozen.py:73(__getitem__)
   119548    0.065    0.000    0.065    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\frame.py:893(axes)
    23924    0.064    0.000    0.064    0.000 {built-in method builtins.round}
   120098    0.063    0.000    0.063    0.000 {built-in method pandas._libs.missing.checknull}
   299700    0.063    0.000    0.063    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\numpy\core\multiarray.py:1080(copyto)
    61198    0.040    0.000    0.062    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\dtypes\common.py:1389(is_ea_or_datetimelike_dtype)
    59749    0.050    0.000    0.062    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\generic.py:523(_get_axis)
    59700    0.060    0.000    0.060    0.000 {method 'format' of 'str' objects}
    59800    0.046    0.000    0.060    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\generic.py:529(_get_block_manager_axis)
   178800    0.059    0.000    0.059    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\internals\concat.py:659(<genexpr>)
    59800    0.057    0.000    0.057    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\array_algos\take.py:325(_get_take_nd_function)
   179247    0.057    0.000    0.057    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\internals\concat.py:399(__init__)
      648    0.003    0.000    0.056    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\base.py:665(_with_infer)
    30000    0.056    0.000    0.056    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\internals\blocks.py:230(make_block_same_class)
   125173    0.054    0.000    0.054    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\dtypes\common.py:498(is_string_or_object_np_dtype)
   340145    0.052    0.000    0.052    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\generic.py:359(flags)
     6134    0.016    0.000    0.052    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\simpy\events.py:566(_build_value)
    89499    0.050    0.000    0.050    0.000 {pandas._libs.lib.dtypes_all_equal}
    29850    0.037    0.000    0.049    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\internals\managers.py:2288(<listcomp>)
    29850    0.019    0.000    0.048    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\numpy\core\shape_base.py:215(_vhstack_dispatcher)
   184972    0.047    0.000    0.047    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\generic.py:338(attrs)
   301393    0.045    0.000    0.046    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\base.py:4937(_values)
   375519    0.046    0.000    0.046    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\series.py:1323(_clear_item_cache)
     6138    0.012    0.000    0.046    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\simpy\events.py:636(__init__)
   155823    0.046    0.000    0.046    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\internals\managers.py:233(items)
    59698    0.034    0.000    0.045    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\base.py:7198(<genexpr>)
    60550    0.045    0.000    0.045    0.000 {method 'add_index_reference' of 'pandas._libs.internals.BlockValuesRefs' objects}
    59648    0.044    0.000    0.044    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\dtypes\concat.py:71(<setcomp>)
    89547    0.044    0.000    0.044    0.000 {built-in method builtins.min}
   252077    0.040    0.000    0.040    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\simpy\core.py:115(now)
    23924    0.039    0.000    0.039    0.000 {built-in method math.log}
    59799    0.039    0.000    0.039    0.000 {pandas._libs.internals.get_blkno_placements}
    59799    0.032    0.000    0.038    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\internals\managers.py:228(is_single_block)
   125173    0.038    0.000    0.038    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\numpy\core\_ufunc_config.py:426(__init__)
   125173    0.037    0.000    0.037    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\compat\numpy\function.py:60(__call__)
      100    0.001    0.000    0.036    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\streamlit\elements\progress.py:66(progress)
    59648    0.036    0.000    0.036    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\dtypes\concat.py:72(<setcomp>)
    59749    0.029    0.000    0.035    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\generic.py:5963(<genexpr>)
      100    0.003    0.000    0.035    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\streamlit\delta_generator.py:463(_enqueue)
     6138    0.030    0.000    0.034    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\simpy\events.py:516(__init__)
    59648    0.034    0.000    0.034    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\dtypes\concat.py:79(<setcomp>)
    30599    0.033    0.000    0.033    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\base.py:565(_ensure_array)
   250346    0.032    0.000    0.032    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\base.py:326(ndim)
   191466    0.030    0.000    0.030    0.000 {method 'items' of 'dict' objects}
    46865    0.030    0.000    0.030    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\simpy\core.py:52(__get__)
    89600    0.030    0.000    0.030    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\numpy\core\_dtype.py:24(_kind_name)
   185022    0.030    0.000    0.030    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\flags.py:53(allows_duplicate_labels)
    30599    0.024    0.000    0.030    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\base.py:583(_dtype_to_subclass)
    29849    0.029    0.000    0.029    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\base.py:7197(<listcomp>)
    29850    0.020    0.000    0.029    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\numpy\core\shape_base.py:207(_arrays_for_stack_dispatcher)
   119650    0.029    0.000    0.029    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\generic.py:623(ndim)
    59600    0.028    0.000    0.028    0.000 {method 'view' of 'numpy.ndarray' objects}
    19346    0.022    0.000    0.028    0.000 {method 'sort' of 'list' objects}
   119200    0.028    0.000    0.028    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\internals\concat.py:709(<genexpr>)
    10894    0.014    0.000    0.028    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\simpy\events.py:588(_check)
    29900    0.021    0.000    0.027    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\reshape\concat.py:625(_get_result_dim)
   179247    0.027    0.000    0.027    0.000 {method 'copy' of 'dict' objects}
    59700    0.021    0.000    0.026    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\base.py:530(<genexpr>)
   150146    0.026    0.000    0.026    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\base.py:1582(name)
   179196    0.025    0.000    0.025    0.000 {pandas._libs.algos.ensure_object}
    89700    0.025    0.000    0.025    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\internals\blocks.py:888(shape)
   150396    0.025    0.000    0.025    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\numpy\core\multiarray.py:153(concatenate)
    29849    0.025    0.000    0.025    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\api.py:332(<setcomp>)
   125173    0.024    0.000    0.024    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\series.py:574(_constructor)
   155123    0.024    0.000    0.024    0.000 {pandas._libs.lib.is_bool}
    89550    0.024    0.000    0.024    0.000 {method 'upper' of 'str' objects}
    18935    0.014    0.000    0.023    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\simpy\resources\base.py:68(cancel)
    89747    0.023    0.000    0.023    0.000 {built-in method builtins.max}
   119898    0.021    0.000    0.021    0.000 {built-in method builtins.id}
       50    0.001    0.000    0.021    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\frame.py:5730(set_index)
